id,rumor,label,evidence_id,evidence,username
AuRED_149,"Al-Sharq News: A former Israeli security official met in Ramallah with President Abbas yesterday, Saturday. The meeting comes in light of the explosive situation in the West Bank and Israeli talk about the weakness of the authority’s grip on the Palestinian areas. The newspaper added..",REFUTES,['1569006156026376193'],What is rumored about the arrival of an Israeli official to the district yesterday and a meeting with Mr. President is untrue.,['HusseinSheikhpl']
AuRED_098,Guatemalan “Mario Escobar” will officiate the meeting of the only Arab representative #Egypt_national team with #Cameroon in the semi-finals of the African Nations next Thursday #Al-Ghad_TV | #Egypt_Cameroon | #African_Cup of Nations | #AFCON2021 https://t.co/VznNHSloDv”,REFUTES,"['1489364997822107653', '1489364797200158722', '1488582344998936583']",🔴 📸 | Pictures from the national team’s victory over Cameroon; And his rise to the final match 🇪🇬….⬇️⬇️ #EFA https://t.co/RKiePdCEyd 🔴 📸 | Pictures from the national team’s victory over Cameroon; And his rise to the final match 🇪🇬....⬇️⬇️ #EFA https://t.co/3Ft7Ye57p5 🔴 The Football Association protests the appointment of Gassama to manage the Cameroon match 🇪🇬... ⬇️⬇️ #EFA https://t.co/crwfu1Pdkj,"['EFA', 'EFA', 'EFA']"
AuRED_153,"As I mentioned to you yesterday, the aptitude test was canceled at the College of Engineering #Kuwait_University https://t.co/3rrzPwDKZD",REFUTES,"['1545018517723947014', '1544025729704271872']","Kuwait University | To view the guide to admission and transfer rules at Kuwait University, please visit the following link: #Kuwait_University #Admission_Plan #Sabah_Al-Salem_University_City https://t.co/A8v8dRQM2V https://t.co/9BO1mlLOgL Kuwait University | Kuwait University: There is no truth to the information circulating regarding the cancellation of the academic aptitude tests in English and mathematics as a condition for admission to the Faculties of Engineering, Petroleum, and Administrative Sciences #Kuwait_University #Sabah_Al-Salem_University_City https://t.co/2uQNlParFw https://t.co/LslFsmSu0B","['K_University', 'K_University']"
AuRED_072,🛑 Urgent | Jordan stops using the AstraZeneca vaccine and only gives the second dose to those who received the first,REFUTES,['1405523217100378126'],The Corona file official denies stopping the use of the AstraZeneca vaccine https://t.co/jz14tgM0KO,['mohgovjordan']
AuRED_138,The killing of a Qatari in Tunisia shakes the ancient city of Bizerte #Tunisia https://t.co/b1jhlt15Xc,REFUTES,['1557791648188350464'],"The Embassy of the State of Qatar in the Republic of Tunisia denies what was circulated in the media that the victim in the Bizerte incident holds Qatari citizenship, and expresses its condolences to the victim’s family and relatives.",['QatarEmb_Tunis']
AuRED_148,#Breaking news about the return of Turkish civil aviation to using #Syrian airspace in its flights after a 10-year hiatus.,REFUTES,['1569697362141921281'],"#Syrian_Civil_Aviation: There is no truth to the news circulating on some social media pages about the return of #Turkish_Civil_Aviation to using #Syrian_airspace, and the Syrian Civil Aviation has not received any request regarding this matter. https://t.co/A8IbFf3LoX",['AlnqlWzart']
AuRED_128,🚨🚨|| Urgent and official: The Referees Committee of the Saudi Federation officially approves the implementation of “Actual Playing Minutes” in the Saudi League. #Saudi_Roshan_League https://t.co/9LtEOW09HS,SUPPORTS,['1603081441834942465'],"The Referees Committee of the Saudi Federation approves the application of actual playing minutes, similar to what was done in the FIFA World Cup Qatar 2022.",['saudiFF']
AuRED_107,"As expected, Djahid Zvezif was elected president of the Algerian Football Federation. The state appointed him as manager of the national team after the African Cup setback to prepare it, and was waiting for the appropriate moment to oust Amara and appoint him, especially with his good relationship with Belmadi.",SUPPORTS,['1545054046091747331'],• Mr. Jahid Abdel Wahab Zvezif is elected President of the Algerian Football Federation. Good luck and payment 👏🏽 https://t.co/pppP5lWZSm,['FAFAlgeria']
AuRED_110,"Qatar: - Summoning the German ambassador and handing him a note of protest. We express our disappointment, complete rejection, and denunciation of the statements made by Interior Minister Nancy Weiser regarding Qatar’s right to host the 2022 World Cup. They also called for clarifications regarding these statements.",SUPPORTS,['1585989354979315714'],The Ministry of Foreign Affairs summons the German ambassador and hands him a note of protest regarding the Minister of Interior’s statements about Qatar hosting the World Cup #Qatar_Foreign Affairs https://t.co/pq4ohxOFLS,['MofaQatar_AR']
AuRED_121,"🛑Urgent: Storming of the headquarters of Channel 4 by the militias of the Sadrist movement in the capital, Baghdad. https://t.co/ISJdEo5jB1",SUPPORTS,"['1577373842351493121', '1578108282144755712', '1578066257512996865', '1578062823523065856', '1577965470266916864', '1577745876667318297', '1577684661169541124', '1577672849577414660', '1577672301486686208', '1577661728518799360', '1577625869069291521', '1577618892763062274', '1577613597525549060', '1577603700599791617', '1577594617662525440', '1577590971667304450', '1577584348261453824', '1577582404419682305', '1577572372344872960', '1577564156999483392', '1577541179440336898', '1577423503967784960', '1577409975340896262', '1577406002944741406', '1577391210909646848', '1577380757911339008', '1577376295591231501', '1577375622841647128', '1577373620715798530', '1577365977515311120', '1577374862166867996']","The attack on an Iraqi media outlet, and the threat to the lives of its employees, is a reprehensible act and represents the highest level of violation of the law and freedom of the press and does not fall within the framework of peaceful and legal practices and protests. We directed that the perpetrators be held accountable, and that protection for journalistic institutions be tightened. Journalists Syndicate on the Sadrists storming the Rabaa: Respect for freedom of expression must be guaranteed without obstacles from any party. Details: https://t.co/8sh54NHJgk Download the Rabaa app, a new experience for following the news https://t.co/QLg4qXSrAD https://t. co/GgbhFZDwIl The attack on Channel 4...a dangerous shift towards violations of press freedom and echoes of rejection of the illegal practices of Al-Sadr’s followers. Download the Al-4a application, a new experience for following the news https://t.co/KEeQauktdR https://t.co/wEzz4KKpdt Representative Thaer Al-Jubouri denounced the storming of Al-Rabaa: Difference of opinion is resolved through legal means. Details: https://t.co/xRip0E78rM Download the Al-Rabaa app, a new experience for following the news https://t.co/QLg4qXSrAD https://t.co/J9XCgAehzL Widespread condemnation.. The name (the fourth) occupies social networking sites and statements rejecting sabotage are loud Urgent details: https://t.co/EPEjoBD7kx Download the fourth application, a new experience, to follow the news https://t.co/KEeQauktdR https://t.co/vdfLE9Y48u Al-Kazemi denounces the storming of (Rabaa) and refers the commander of the holding force to investigation. Details: https://t.co/ICRTMYjLMs Urgent https://t.co/PWhku7z9E8 “It will return to broadcasting within 24 hours”.. Ghazwan Jassim reveals to (CNN) the details of the channel’s raid by the Sadrists. Details: https://t.co/eSX1hmMpCt Download the Al-Rabaa app, a new experience, to follow the news https://t.co /QLg4qXSrAD https://t.co/TjGUERvGW0"" With the hashtag #Fourth_Comes_Stronger.. The storming case interacts in the Arab world. Details: https://t.co/yTOHXCB0Pm Download the Fourth Fifth application, a new experience to follow the news https://t.co/QLg4qXSrAD https://t.co/nhqHboMBS0 #Al-Rabaa will return stronger.. Ghazwan Jassim announces the resumption of broadcasting (Al-Rabaa) Details: https://t.co/TaDVvVI2GX Urgent https://t.co/oKYmeEGylU With this sabotage, followers of the Sadrist movement entered the headquarters of Al-Rabaa TV channel and destroyed its property. #Al-Rabaa_Returns_Stronger https://t.co/FhvIblKG3w The President of the Republic declares his solidarity with Al-Fouraa Channel and rejects the attack. Details: https://t.co/wPEWOz4W7G Download the Al-Farbaa application, a new experience for following the news https://t.co/QLg4qXSrAD https://t.co/GUcMDODNmv Mishaan Al-Jubouri on the Sadrists storming Channel 4: What if they were the ones running the state? Details: https://t.co/dJhbTudLvl Download the fourth application, a new experience, to follow the news https://t.co/QLg4qXSrAD https://t.co/wF0fGyessd In a phone call with Ghazwan Jassim... Al-Hakim denounces what Channel 4 was exposed to and declares his solidarity Urgent details: https://t.co/SYzWrAwHFC Download the fourth application, a new experience to follow the news https://t.co/QLg4qXSrAD https://t.co/XvVyzWYtF9 Journalists Support Committee: The raid on Al-Rabaa TV constitutes a serious violation of the freedom of journalistic work and a direct threat to the lives of its workers. Details: https://t.co/Uulwwji2z3 Download the Al-Rabaa app, a new experience for following the news https://t.co/QLg4qXSrAD https:/ /t.co/QKxKMU2ROy (Al-Rabaa) channel after the followers of the Sadrist movement entered it. Download the Al-Rabaa application, a new experience to follow the news https://t.co/QLg4qXSrAD https://t.co/w2IQf4Sf04 Al-Rabaa Channel is surprised by the silence of the United Nations representative over the Sadrists’ attack on its headquarters. Download the Al-Rabaa app, a new experience for following the news https://t.co/QLg4qXSrAD https://t.co/M6Umo5Zisw The Radio and Television Union condemns the storming of Al-Rabaa channel, the besieging of the home of its director, Ghazwan Jassim, and the intimidation of his family. Download the Al-Rabaa app, a new experience for following the news https://t.co/QLg4qXSrAD https://t.co/OFDNNZVehu After sabotaging Al-Rabaa TV, Minister Al-Sadr conveys a message from his leader to his followers Urgent details: https://t.co/TuNn75dIKa Download the fourth application, a new experience, to follow the news https://t.co/QLg4qXSrAD https://t.co/6bsgdKbpJi #The_Fourth_Returns_Stronger.. Your hashtag tops the Twitter platform in Iraq | Urgent details: https://t.co/QKPW66lCOD Download the fourth application, a new experience, to follow the news https://t.co/QLg4qXSrAD https://t.co/HbKcUvPp77 How do we trust people with these minds to reform the country?.. A Kurdish politician condemns the attack on Al-Farba channel. Details: https://t.co/DzdinNPtQ5 Download the Al-Farba application, a new experience for following the news https://t.co/QLg4qXSrAD https://t. co/hpWyWibgxG The Press Defense Association issues a statement about the Al-Rabaa storming incident: We reject political parties using their audiences to attack the media. Details: https://t.co/Hq25tU9Plo Download the Al-Rabaa app, a new experience for following the news https://t.co/QLg4qXSrAD https: https://t.co/pmaLJHrri7 “Al-Shabandar: Storming the headquarters of (Al-Rabaa) and surrounding the house of its responsible person is a “condemnable and reprehensible act” that cannot be accepted. Details: https://t.co/kWEeKJRDKm Download the Al-Rabaa application, a new experience to follow the news https://t.co/QLg4qXSZqb https://t.co/QLg4qXSZqb https://t.co/3HhKozWUg2"" “A provocative act that confiscates freedoms and silences mouths”.. The State of Law Bloc condemns the blatant attack on (Al-Rabaa) Details: https://t.co/RgclTsHcCM Download the Al-Rabaa application, a new experience to follow the news https://t.co/QLg4qXSZqb https://t.co/Dyf7Ttpvz2"" (Al-Rabaa) Channel informs its honorable viewers and listeners that it will resume broadcasting its curriculum to its followers as soon as possible after repairing what was destroyed and sabotaged by storming the channel’s headquarters. Download the Al-Rabaa application, a new experience to follow the news https://t.co/QLg4qXSrAD https://t.co/ roytgzq91Q “#The_Fourth_Returns_Stronger.. Iraqis tweet with “hashtags” in support of the channel and its workers. Details: https://t.co/wW6sqCADkL Urgent https://t.co/Fk4od1Qfxc” “Break it out, O Mahdi Army.” With these chants, the Sadrists stormed the Al-Fourah channel and destroyed its equipment. Download the Al-Fourth app, a new experience to follow the news https://t.co/QLg4qXSrAD https://t.co/utk0X7j9hb The management of Al-Rabaa satellite channel denounces what a group belonging to the Sadrist movement attacked the channel’s headquarters and broke its equipment after raising a question on a talk show. Urgent https://t.co/xG6pHEdnbE Al-Kadhimi: The attack on (Fourth) and the threat to the lives of its employees is a reprehensible act and represents the highest level of violation of the law and freedom of the press and does not fall within peaceful and legal practices and protests. Urgent https://t.co/YZrpXDMfBD The Iraqi Observatory for Human Rights calls on the government to provide urgent protection for Al-Fourah satellite channel and its workers. Details: https://t.co/RknJgsNK5C Urgent https://t.co/fsy3sfgnFh This is what the followers of the Sadrist movement left behind on Al-Rabaa TV after they stormed it. Download the Al-Rabaa app, a new experience to follow the news https://t.co/QLg4qXSrAD https://t.co/0xOnuhOTU4 RT @MAKadhimi: The attack on an Iraqi media outlet, and the threat to the lives of its employees, is a reprehensible act and represents the highest level of violation of the law and freedom of the press and does not fall within the framework of peaceful and legal practices and protests. We directed that the perpetrators be held accountable, and that protection for journalistic institutions be tightened.","['MAKadhimi', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'alrabiaatv', 'iraqipmo']"
AuRED_117,Iraq submits a complaint to the UN Security Council regarding the Turkish bombing in Dohuk Governorate https://t.co/4Ap51RCilj,SUPPORTS,"['1551895341225721856', '1550765228815679489', '1549761949319282688', '1550912604318613505', '1550765151216963584', '1549837967547662337', '1549761828460404740', '1551540055331815425', '1550212504906829824', '1550212501496791040', '1549833542829543427', '1551541535988240384']","RT @Iraqimofa: The Minister of Foreign Affairs arrives in New York to attend the Security Council session. Foreign Minister Fuad Hussein @Fuad_Hussein1 arrived in #New York to attend the emergency session of the UN Security Council to discuss the Turkish aggression on Iraqi territory. Spokesman for the Ministry of Foreign Affairs, Dr. Ahmed Al-Sahhaf: The Ministry of Foreign Affairs directs a complaint to the UN Security Council and requests that an emergency session be held regarding the Turkish attack that resulted in a number of safe civilians being martyred and wounded in Dohuk Governorate. https://t.co/L2aKSj4Q0z RT @Iraqimofa: The highest levels of diplomatic response will be taken, starting with resorting to the Security Council as well as adopting all other measures decided in this regard. Ministry of Foreign Affairs, Baghdad, 7/20/2022 RT @Parliament_iq: In its first session of the second legislative semester of the first legislative year, headed by Mr. Muhammad al-Halbousi and in the presence of 242 representatives, the House of Representatives discussed the Turkish attacks on Iraqi territory in the presence of the Ministers of Foreign Affairs and Defense, the Chief of Staff of the Army, and the Deputy Commander of Joint Operations. Details https://iq.parliament .iq/blog/2022/07/2 Spokesman for the Ministry of Foreign Affairs, Dr. Ahmed Al-Sahhaf: The Ministry of Foreign Affairs directs a complaint to the UN Security Council and requests that an emergency session be held regarding the Turkish attack that resulted in a number of safe civilians being martyred and wounded in Dohuk Governorate. https://t.co/pqB9rZg4te RT @IraqiPMO: After an extensive discussion of the repercussions of the criminal incident; The Ministerial Council took a number of decisions: First, the Council directed the Ministry of Foreign Affairs to prepare a comprehensive file on the repeated Turkish attacks on Iraqi sovereignty and the security of Iraqis, and to submit an urgent complaint in this regard to the UN Security Council and the United Nations. The highest levels of diplomatic response will be taken, starting with resorting to the Security Council, as well as adopting all other measures decided in this regard. Ministry of Foreign Affairs, Baghdad, 7/20/2022 Prime Minister @MAKadhimi receives the Special Representative of the Secretary-General of the United Nations in Iraq @JeanineHennis, and confirms that Iraq is proceeding to approach the UN Security Council regarding the recent Turkish attack that led to the martyrdom of a number of innocent citizens in Dohuk Governorate. https://t.co/VZxOdAQFvm The attendees affirmed the unity of the Iraqi national position in protecting Iraq’s sovereignty and the lives of Iraqis, and condemning the Turkish aggression, as well as supporting the procedures aimed at filing an international complaint. To defend Iraqi sovereignty and the security, political and diplomatic steps taken by the government, as well as the complaint that Iraq will submit to the UN Security Council and the United Nations, and the nature of the international position in condemning the attack. After a detailed discussion of the repercussions of the criminal incident; The Ministerial Council took a number of decisions: First, the Council directed the Ministry of Foreign Affairs to prepare a comprehensive file on the repeated Turkish attacks on Iraqi sovereignty and the security of Iraqis, and to submit an urgent complaint in this regard to the UN Security Council and the United Nations. RT @IraqiPMO: Prime Minister @MAKadhimi receives the Special Representative of the Secretary-General of the United Nations in Iraq @JeanineHennis, and confirms that Iraq is proceeding to approach the UN Security Council regarding the recent Turkish attack that led to the martyrdom of a number of innocent citizens in Dohuk Governorate.","['DrAhmedAlSahhaf', 'DrAhmedAlSahhaf', 'DrAhmedAlSahhaf', 'Iraqimofa', 'Iraqimofa', 'Iraqimofa', 'Iraqimofa', 'iraqipmo', 'iraqipmo', 'iraqipmo', 'iraqipmo', 'MAKadhimi']"
AuRED_114,Kuwait discovers that a citizen returning from a neighboring country has been infected with #cholera,SUPPORTS,"['1596212054897360897', '1596939989279215616', '1596939496540364800', '1596939148320874496', '1596885281881591808', '1596261031860645888']","“A citizen was diagnosed with cholera after returning to the country from a neighboring country. https://t.co/fyE2gMPyIs” The official spokesman for the Ministry of Health, Dr. Abdullah Al-Sanad: ⏺️ The situation in #Kuwait is safe, so there is no fear of an outbreak of the disease ⏺️ The case that has been monitored is linked to travel abroad ⏺️ Any person whose laboratory test results show that he is infected will be isolated and the treatment protocol will begin #Ministry_of_Information_Kuwait https://t.co/xll5AP1R4H The official spokesman for the Ministry of Health, Dr. Abdullah Al-Sanad: ⏺️ Cholera vaccination is not given routinely ⏺️ To avoid infection, precautions and prevention methods must be followed when dealing with food and drink when traveling to endemic areas #Kuwait #Ministry_of_Information_Kuwait https://t.co/BuGbojvUj3 The official spokesman for the Ministry of Health, Dr. Abdullah Al-Sanad: Cholera is caused by a bacterial infection... and is not transmitted through breathing #Kuwait #Ministry_of_Information_News @KUWAIT_MOH https://t.co/Qz6fOZkAIk After monitoring the first case of cholera in the country... #Ministry_of_Health confirms that the chances of the disease spreading are unlikely. Dr. Muhammad Al-Saeedan - Director of the Public Health Department at the Ministry of Health #Kuwait #Ministry_of_Information_Kuwait https://t.co/sgIVyyDYBO A citizen was diagnosed with cholera after returning to the country from one of the neighboring countries #Kuwait #Ministry_of_Health_Kuwait #Ministry_of_Information_Kuwait @KUWAIT_MOH https://t.co/S1d86mRjoT","['KUWAIT_MOH', 'MOInformation', 'MOInformation', 'MOInformation', 'MOInformation', 'MOInformation']"
AuRED_065,"Avichai Adraee says our battle is with the Muslim Brotherhood. Help us, Arab brothers: Who among you is with them and who among you does not stand with them in their war with Muslims? https://t.co/FlJwpILp6e",NOT ENOUGH INFO,[],,[]
AuRED_062,"#Erdogan: We will teach the glorious June 30 revolution in Turkish universities starting next academic year because it is a people’s revolution that was strongly protected by the Egyptian army. I hope you will be satisfied with me, #Sisi https://t.co/vUeScqcwDI",NOT ENOUGH INFO,[],,[]
AuRED_027,Urgent: Algerian referee Mustafa Ghorbal suspended on charges of bribery in the CAF Champions League final https://t.co/QVOkqU7Q3G,NOT ENOUGH INFO,[],,[]
AuRED_013,Previous statements by the new Minister of Health not to wear a mask! #Jordan #Tell me https://t.co/gr7JSlbHB0,NOT ENOUGH INFO,[],,[]
AuRED_082,"“CAF keeps Tunisian wisecrat “Samar_Hosni” away from the African Super Final, which will bring together “Nahdet Berkane and Egyptian Al-Ahly” because of her photos on the social networking site “Instagram” #Yalla_yajahli 😂😂 https://t.co/MoFAGBjSwO",NOT ENOUGH INFO,[],,[]
AuRED_093,"Lebanon announces that no Syrian citizen will enter it from today without a visa, and identities will no longer be dealt with. Lebanon requires every Syrian expatriate citizen who enters its territory due to travel to Syria to pay $800 in addition to $50 for Corona tests, and then the person is deported to his country.",NOT ENOUGH INFO,[],,[]
AuRED_081,🚨- Okaz: Qatar Airways is an official sponsor of the Saudi #Al-Ittihad Club. https://t.co/szBJbSeWf3,NOT ENOUGH INFO,[],,[]
AuRED_010,"Isn't this also the billionaire Naguib Sawiris, who has a quarter of Egypt's money and lives in its prosperity? Nor do I see anything good. Imagine with Abiy Ahmed, the Ethiopian Prime Minister, who is currently clinically dead and who usurped our right to the waters of the Nile. Ok, what's wrong with him there? https://t.co/4sY4fo3rQH",NOT ENOUGH INFO,[],,[]
AuRED_036,"The Jordanian opposition obtained a leaked photo of Prince Hamzah, brother of the King of Jordan, handcuffed behind his back, from inside his detention facility at a military air base. ● The photo was requested by his mother, Lisa Al-Halabi, to ensure that he was fine. https://t.co/lZ6aqTN5QO",NOT ENOUGH INFO,[],,[]
AuRED_017,"The Council of Ministers sets the blessed #Eid_Al-Adha holiday from Sunday, July 18, until Thursday, July 22, with the imposition of a comprehensive curfew...# Iraq",NOT ENOUGH INFO,[],,[]
AuRED_069,"Losing 15 American soldiers who were on patrol near Al-Tanf base, and I think they were killed in the missile strike in Deir ez-Zor. The American does not want to acknowledge his killing.",NOT ENOUGH INFO,[],,[]
AuRED_020,Real Madrid will play in the English Premier League... behind the scenes you know for the first time https://t.co/ggM7fdjry0 https://t.co/uFtO7xUqgt,NOT ENOUGH INFO,[],,[]
AuRED_030,Members of the Kuwaiti National Assembly sign a paper against the peace agreement between the Emirates and Israel... and a struggle between the Shiite and Salafist representatives... The Shiites are against normalization and the Salafists with Israel.. https://t.co/xO1lRNOzyr,NOT ENOUGH INFO,[],,[]
AuRED_044,“Watch: A Qatari suddenly fell inside a supermarket in Doha and there were suspicions that he was infected with Corona!\nhttps://t.co/gL3Y4xW0lR”,REFUTES,"['1253824658559963136', '1253808261951901696', '1253804397227913218', '1253804482162569217', '1253805084418465793']",The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect. We point out that the shopper suffered from sudden fatigue that resulted in a loss of balance while he is in good health. The Ministry calls on the necessity of avoiding spreading rumors and ensuring accuracy. RT @MOPHQatar: The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect. We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health. The Ministry calls on the necessity of... Avoid spreading rumors and be accurate. The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of his infection with the Corona virus is incorrect. We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health. The Ministry calls on the need to avoid spreading rumors and investigate. Precision. https://t.co/Js5n9TzRVV RT @MOPHQatar: The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect. We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health. The Ministry calls on the necessity of... Avoid spreading rumors and be accurate. RT @MOPHQatar: The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect. We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health. The Ministry calls on the necessity of... Avoid spreading rumors and be accurate.,"['lusqtr', 'MOI_Qatar', 'MOPHQatar', 'PHCCqatar', 'HMC_Qatar']"
AuRED_011,Announcing the largest daily toll in Lebanon since the start of the spread of the Corona virus: 173 infections in the last 24 hours.. 😱,REFUTES,"['1281224587892719616', '1281242982520422401', '1281228472434798595', '1281299450523197440']","Https://t.k/bkhzzdh - Disaster Management Room: 66 new cases https://t.co/gJRmE4cAFb - Ministry of Health: 66 new Corona cases, raising the number of confirmed cases to 2011 https://t.co/8DFuBVIQcX National Disaster Management Operations Room - Report No. 113 on the Corona virus https://t.co/rOZ7SKPzoy --- @Hassan_B_Diab @GrandSerail @DRM_Lebanon #With_our_solidarity_we_succeed #Corona #Don’t_be_reckless #Stay_home #Self_curfew https://t.co/GwCRuVVmVl","['mophleb', 'MinistryInfoLB', 'MinistryInfoLB', 'DRM_Lebanon']"
AuRED_140,"#Sputnik_Agency The UN envoy to #Libya #Abdullah_Bathily is preparing to announce a new road map that includes the formation of a new government by the Presidential Council to be approved by Parliament, as well as setting a date for holding elections 🗳 during the year 2023.",REFUTES,"['1608390435826810880', '1608219216225746944', '1608219198479601669']","""Statement of the United Nations Support Mission in Libya on false reports of a ""new road map"" that may be announced by the Special Representative of the Secretary-General Abdullahi Batili. Full statement here: https://t.co/42lRtqh1SH https://t.co/1nlWOaTIEh "" 5/3 The mission calls on all parties to refrain from anything that might threaten the fragile stability in Libya, including spreading misleading or fabricated information. The most reliable sources for accessing credible information about Mr. Batelli's activities are the Mission's official website and its verified social media accounts. 5/1 The United Nations Support Mission in Libya has taken note of the false reports circulating on the Internet, claiming that the Special Representative of the Secretary-General Abdullah Batili is planning to announce a road map that includes the formation of a new government. https://t.co/5WAXkYx0nT","['UNSMILibya', 'UNSMILibya', 'UNSMILibya']"
AuRED_137,The arrest of Major General Imad Othman’s brother https://t.co/baPYX8bUNe,REFUTES,['1560903063833026560'],Denying false news published by a Lebanese newspaper about the arrest of Major General Othman’s brother,['LebISF ']
AuRED_087,Schubert admits that Al-Ahly management put pressure on CAF and forced it to change the Gambian arbitration team to a Moroccan arbitration team..!! https://t.co/pNO5HWVbuA,REFUTES,['1221891400637341697'],"Yesterday, a fake WhatsApp conversation with my friend Khaled Murtaji spread, and today an incorrect tweet about the referees of the match between Al-Ahly and the brotherly Sudanese Al-Hilal. I ask everyone, before publishing anything, to ensure that the tweet is truthful and not circulated on accounts and pages.",['ShobierOfficial']
AuRED_019,"“Preventive information from UNICEF regarding the Corona virus ---------1- The Corona virus is large in size, with a cell diameter of 400-500 microns, and for this reason “any mask prevents its entry.” 2- The Corona virus does not settle in the air, but rather descends. to the ground, so it cannot be transmitted through the air.”",REFUTES,['1236225321873141760'],"""RT @UNICEFLebanon: ⚠️ ⚠️ Fabricated messages are being circulated via the WhatsApp application containing misleading information about the #Coronavirus claiming to be issued by UNICEF. I know that UNICEF did not send these messages. To know the correct news, follow our website Email ⬇️⬇️""",['UNICEFmena']
AuRED_079,Urgent: Mohamed Salah has been infected with the Corona virus.. Waiting for the result of the second swab to confirm!! .. Salamat ❤️! https://t.co/KrqPgvq9AM,REFUTES,"['1313123702993813505', '1312839671467126784', '1312827679893323776', '1312827202371833856', '1312815283342585856', '1312810721474949122', '1312806059682263043', '1312804450155798536', '1311758825049985027', '1311739650785112071', '1311735491780280327', '1311722729268219904']","""We weren't even close to performing last night. We need to stand up and take everything seriously, stick together and come back...and we will."" #YouNeverWalkAlone https://t.co/iPH9xvwlVh Goooooooooool Salah reduces the difference with a nice goal and there are 30 minutes left to fight. #VillaLiverpool 5 - 2 https://t.co/dDfqTJNHBe 33: Salah takes advantage of the fumble of the ball in the penalty area and shoots a missile at the bird, reducing the difference in favor of the Reds. #VillaLiverpool 2 - 1 Goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooool https://t.co/KZcdMlrWp4 Less than a quarter of an hour until the start of the match...✊ #Villa_Liverpool https://t.co/8fjZL6BRGk The beginning of the warm-up...💪 #VillaLiverpool https://t.co/8ZPlQiJqYu Good evening, Reds 👋 #VillaLiverpool https://t.co/5Q2puq287y 📋| Here is the lineup of the English champions to face the Villans today... 🔴 Jota and Adrian are replacements for Mane and Alisson, who has a shoulder injury. #VillaLiverpool 61: Two changes at once in the Reds ranks... 🔁🔴 Out 🔽 Salah, Van Dijk In 🔼 Origi, Gomez #Liverpool_Arsenal 0 - 0 #Carabao_Cup 1: Kick-off 👊⚽️ #Liverpool_Arsenal | #CarabaoCup Warm-up time before kick-off! 💪⏱ #Liverpool_Arsenal | #CarabaoCup https://t.co/PRZbEvVPuH The Reds' starting lineup for today's confrontation! 📋 4⃣ Changes from the last #CarabaoCup match and @DiogoJota18 starts for the first time! 🔴👊 #Liverpool_Arsenal https://t.co/SIllrLWEQT","['LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic', 'LFC_Arabic']"
AuRED_095,Egypt..Abu Dhabi Sports obtains the rights to broadcast Al-Ahly matches in the Egyptian League next season https://t.co/k5huBTOEJD,REFUTES,['1552312954267238402'],Clarification: Abu Dhabi Sports Channels deny rumors about obtaining the rights to the matches of the Al-Ahly club team in the Egyptian League... and confirm that they have not entered into any negotiations in this regard at all.,['ADSportsTV']
